achtgesichterambiwasse_0483|er lag auf der Altane eines Hauses, das er gut kannte, aber in dem er lange nicht gewesen war;
achtgesichterambiwasse_2372|Die Fernrohre entdecken täglich wieder Afrika auf der einen Seite, Arabien auf der andern.
meisterfloh_0642|daß ein schlichter junger Mann wie Ihr wohl auf solch eine hohe mystische Verbindung keinen« – »Halt,«
achtgesichterambiwasse_1422|aus Seidenwatte gearbeitete kleine Wildgänse, die an einer Seidenschnur hingen
achtgesichterambiwasse_1348|Da wurde der große Maler Oizo traurig und kehrte wieder nach Katata zurück. Dort wohnte er in dem Hause eines Töpfers auf einem Hügel.
serapionsbruederauswahl_0527|»tief bewegt, ja erschüttert von dem Anblick des Toten aus der Hütte trat, sprang mir das zahme Reh, dessen ich früher gedachte, entgegen,
meisterfloh_0191|sprach der alte Herr, »daß der Junge sich umsieht in der Welt, da werden sie ihn wohl herausrütteln aus seinen Träumereien.« Auf die
achtgesichterambiwasse_1745|Die Tempelgötter nahmen die Schwachheit dieser Frau übel und straften sie an dem Kinde, das sie gebar. Sie schenkten ihr ein kleines Mädchen,
meisterfloh_1676|Ferner: »Entführt habe ich ihm diese Marianne, diese Philine, diese Mignon!« – Ferner:
achtgesichterambiwasse_2279|Ilse fuhr schnell und heftig auf: «Wenn du vielleicht statt der Zigarette eines Tages eine andere Frau brauchst, die dich mit Ruhe bedienen müßte,
meisterfloh_1984|über diesen Glauben gar höchlich verwundert. Ist es Euch wohl jemals aufgefallen,
meisterfloh_0724|als habe er die Holländerin irgendwo einmal gesehen, wiewohl in ganz andern Umgebungen und anders gekleidet,
serapionsbruederauswahl_0193|einige Anlage dazu in unserm Innern, keine Philister werden konnten.
serapionsbruederauswahl_0922|indem aller Himmelsglanz der unschuldvollsten Unbefangenheit ihr holdes Antlitz überstrahlte.
achtgesichterambiwasse_0158|der von den drei Sätzen immer nur den einen gelernt hat: Ich liebe dich.
achtgesichterambiwasse_1801|Das Gedicht erzählte von einem Sykomorenbaum, der ein Mensch werden wollte, um zu ihr zu kommen
achtgesichterambiwasse_2421|«Wie viele Gedanken mögen an den Sternen hängen», dachte die alte Dame.
serapionsbruederauswahl_0873|Daran dachte Elis, denn wohl bedünkte ihm der Abgrund wie der Boden der von den Wellen verlassenen See, und das schwarze Gestein,
meisterfloh_2251|sagte Meister Floh dem Peregrinus ganz leise ins Ohr, daß auf dem Tische am Fenster
meisterfloh_0083|und sich ohne weiteres vereheliche, so sprachen dagegen wieder alte Hagestolze, daß Herr Peregrinus ganz recht tue, nicht zu heiraten,
meisterfloh_2199|und in dem Liebestod dämmert die Morgenröte des höhern Lebens. – Ich selbst bin aber die Distel Zeherit,
meisterfloh_1382|Der Rat beschloß fürs erste, dem Gesuch des würdigen Geheimen Hofrats nachzugeben, und so geschah es,
serapionsbruederauswahl_1530|die bald darauf mit Aurelien nach der Residenz reiste. Aurelie mochte ungefähr sechzehn Jahre alt sein,
meisterfloh_0446|Nein – nimmer – nimmer – ha ich Unglückselige – verloren – verloren.« –
meisterfloh_0632|und bei der Ausführung mein Kollege nur geholfen, weshalb, habe er auch Eigentumsansprüche auf den Embryo im Blumenstaub gehabt,
achtgesichterambiwasse_0920|«Ich schwöre, daß ich nichts mehr essen und nichts mehr trinken werde, bis du mich deine Rindenschrift lesen läßt,
meisterfloh_2247|zu werden.« Natürlicherweise richtete Peregrinus sein Betragen nach diesen Gedanken ein
achtgesichterambiwasse_1542|Alle Götter müssen dich beschützen. Auch die bösen Götter werden gute Götter, wenn du sie ansiehst.»
meisterfloh_0490|und die greulichen Ameisenräuber faßten, zerquetschten mit ihren zackichten Zangen die Schnacken, die sich wehrten
meisterfloh_2936|o König Sekakis, dein halberloschener Gedanke,
meisterfloh_2320|in den sich alle Linien verschlingen, ja, daß, wenn ich dieses siderische Hauptzeichen des Horoskops betrachte,
achtgesichterambiwasse_0410|plötzlich wieder in der Erinnerung das Gesicht ihres Geliebten. Sie schauderte vor Entzücken.
achtgesichterambiwasse_0257|und Hanakes Gesicht wurde wieder höflich und freundlich und unbeschrieben wie eine weiße Eierschale.
meisterfloh_2865|Doch kann dies durchaus nicht verbürgt werden; da solches mit seiner sanften Gemütsart und Seelenstimmung ganz unverträglich scheint.
meisterfloh_0014|als gerade an demjenigen, mit welchem die Erzählung seiner Abenteuer beginnt. Peregrinus befand sich in einer dunklen Kammer,
meisterfloh_1173|daß die Idee dazu weder in dem Kopfe des genialsten Theaterschneiders entsprossen,
meisterfloh_2437|»du brichst mir das Herz, indem du mich von dir stößest! – Doch du willst es! – nimm noch diesen Abschiedskuß
achtgesichterambiwasse_1002|Die Männer, die vorhin von den Türmen gestürzt wurden, waren die Männer von den vier schönen Töchtern des Regenten;
serapionsbruederauswahl_1463|So hatte sich nun plötzlich der Hausstand des Grafen verändert,
meisterfloh_0524|dies sein Leben so verstören könne,
meisterfloh_0905|Versichert mir das, Herr Peregrinus, ehe ich weiter rede.« – Einige Augenblicke hindurch war es dem Herrn Peregrinus Tyß,
serapionsbruederauswahl_1355|Als der Obrist diesem entdeckt hatte, wie es sich mit der armen Adelgunde begebe, lachte er laut auf und meinte,
serapionsbruederauswahl_0861|und ein ewiger betäubender Schwefeldunst steigt aus der Tiefe, als würde unten der Höllensud gekocht,
achtgesichterambiwasse_2616|Klatscht in die Hände, klatscht Beifall dem Größten, dem Gott des Unglücks, der die Herzen erlöst, der männlicher ist als das Glück, der einen Willen hat, wenn das Glück keinen mehr hat.
meisterfloh_0161|ohne krampfhaft zu erbeben, indem er versicherte,
achtgesichterambiwasse_0562|Je näher sie kamen, desto festlicher hob sich das erleuchtete Karasaki aus der Nacht. Kiri staunte eine Weile.
meisterfloh_1091|unten der alte Herr Swammer in der Türe seines Zimmers gestanden mit einem mächtigen Armleuchter in der Hand.
achtgesichterambiwasse_0543|«wenn der Vollmond draußen neben der roten Laterne scheint?» «Es regnet immer nachts über Karasaki», sagte das Mädchen
achtgesichterambiwasse_1653|Die Weisen des Königs, welche unter dem Altanrand des Boothauses in der Bootstiefe saßen,
meisterfloh_0246|sprach er dann leise vor sich hin, »seltsam! was ist es mit dieser Schachtel? war es mir doch,
serapionsbruederauswahl_0898|Bergsfrälse sind in Schweden Ländereien geheißen, die für die Kupfer- und Silberbergwerke verliehen wurden.
meisterfloh_1775|unaufgefordert mit wenigen Worten, daß die junge Dame, die er in jener Christnacht auf ihr ausdrückliches Verlangen in sein Haus
serapionsbruederauswahl_0811|Er kreischte auf in namenloser Angst und erwachte aus dem wunderbaren Traum, dessen Wonne und Entsetzen
meisterfloh_1264|als daß ich ihn, wenn alles gut abgelaufen und Gamaheh wieder mein ist, hinterm Rücken derb auslache.« –
serapionsbruederauswahl_0656|noch hatte das wilde Leben nicht seine zerstörende Macht geübt
achtgesichterambiwasse_0656|und glitt sanft auf den Boden. Sie nahm das vom Blut verdunkelte Schwert dem Toten aus der Hand,
achtgesichterambiwasse_2290|«Ja, Ilse, größtes Glück ist Nirwana. Und die Frau, die sich nicht um das wirkliche Leben zu kümmern braucht,
serapionsbruederauswahl_0242|von einem besondern Geiste, der in die tiefste Tiefe schaute, beseelt.
achtgesichterambiwasse_2064|saß die Frau zwischen den zurückgeschobenen Papierwänden ihres Teezimmers und fächelte sich,
meisterfloh_3037|ein gar schönes Landhaus gekauft,
serapionsbruederauswahl_0099|die wir in der nächsten Sitzung mit dem feierlichsten Ernst vortrugen
meisterfloh_1141|Die Alte lächelte geheimnisvoll und sprach, nachdem sie einige Augenblicke geschwiegen: »Ich will Ihnen   alles sagen, lieber Herr Tyß,
meisterfloh_1994|wenn ihn der Tyrann, Körper genannt, seines Sklavendienstes entlassen.
achtgesichterambiwasse_0890|Ata-Mono zog sich etwas weiter vom Strand zurück. Da sah er in der Ferne
achtgesichterambiwasse_0947|wieder mit dem Gesicht in das chinesische Land hinein. Bei dem ersten Bauernhaus standen drei Weiber an einem Brunnen.
serapionsbruederauswahl_0304|mit ihm entkleidet durch die Straßen von Rom zu ziehen, und verstieß sie, als sie es verweigerte.‹ ›Du zeigst‹, sprach der Mönch,
meisterfloh_0746|den sie selbst auf der Guitarre begleitete, der Gesellschaft einen neuen Schwung zu geben. Ihre Stimme war nicht stark,
serapionsbruederauswahl_0334|geben Sie  sich Ihrer Familie, die um Sie trauert, der Welt, die die gerechtesten Ansprüche an Sie macht, wieder!‹ –
meisterfloh_1528|fragte Peregrinus ziemlich barsch, »welche Sache hier unten ist's, die keinen Aufschub leidet?« »Sollten Sie,« fuhr der Mann mit
serapionsbruederauswahl_0452|dies hohe Bild, die Züge blühender Jugend, durch Schwärmerei zerrüttet‹, – und doch konnt' ich die ewige Macht nicht anklagen,
meisterfloh_1868|mußt du dich dort still hinsetzen wie ein artiges Kind und mich beileibe nicht in meiner Erzählung unterbrechen.«
meisterfloh_2773|Wenigen Dank würde aber gegenwärtiger Referent des tollsten, wunderlichsten aller Märchen einernten,
serapionsbruederauswahl_0320|die den Menschen zuweilen befalle und nur wie ein einziger Mißton den sonst rein gestimmten Organism verderbe.
achtgesichterambiwasse_0380|Im Schreck der Flucht hatte Hanake den Vogelkäfig krampfhaft in der Hand behalten, ohne ihn loszulassen. Der Vogel war ein Nachtigallenmännchen
achtgesichterambiwasse_2157|als wäre sie die rote untergehende Sonne selbst. Sie wurde blind, wie sie gewollt hatte.
serapionsbruederauswahl_0754|und begann sehr ausführlich zu beschreiben, wie es bei dem Bergbau hergehe, und mühte sich,
serapionsbruederauswahl_1109|Er blickte in die paradiesische Gefilde der herrlichsten Metallbäume und Pflanzen,
serapionsbruederauswahl_0178|trägt für mich wenigstens beinahe etwas Schauerliches in sich.
meisterfloh_2898|Übrigens hatte ich mich, ohne daß Ihr es merktet, schon beim ehrlichen Buchbindermeister Lämmerhirt, wie gewöhnlich, in die Falte Eurer Halsbinde versteckt
achtgesichterambiwasse_1549|«Ich liebe nicht, daß du dich nach mir umwendest. Ich wende mich auch nicht nach dir um.»
meisterfloh_1610|doch alt ist sie geworden, und lange nicht mehr so hübsch, als zur Zeit ihrer Verheiratung mit einem französischen General! –
achtgesichterambiwasse_1642|sie, die von ihrem Menschenleben nur die Liebesumarmungen des Königs kannte, sie,
achtgesichterambiwasse_0132|Das junge Mädchen wartete eine Sekunde;
meisterfloh_0757|Leuwenhoek einzufinden und womöglich die schöne Dörtje mit noch erstarrterem Blick anzugaffen.
achtgesichterambiwasse_0168|Der Vogel verdreht seine Augen, läßt mit einem Ruck die Flügel schlaff hängen, spreizt die Krallen
achtgesichterambiwasse_1047|Seine Zweige sind mit Tausenden von weißen Gebetszetteln behangen. Tausende von Pilgern aus Japan und China besuchen ihn,
meisterfloh_0012|Er sagt demselben daher gleich ohne alle weitere Umschweife, daß demselben Peregrinus Tyß,
meisterfloh_2080|Dann blickten sie sich schärfer und schärfer ins Antlitz und fingen an, zu diskurieren. Unerachtet ihre Sprache allen
meisterfloh_2343|»Ihr tut sehr klug, Herr Leuwenhoek, daß Ihr mir das bedrohliche Ereignis aus purer Schonung verschweigt.
serapionsbruederauswahl_0580|Die seltsame Spannung, in der ich mich, zugestanden sei es, erst befand, ist vorüber,
achtgesichterambiwasse_0774|und er deutete mit dem Speer nach der Sternenrichtung von Tokio und er sagte: 'Vater, du suchst deinen Sohn!
achtgesichterambiwasse_0931|Ich habe dich lange nicht gesehen.» Und Ata-Mono bewunderte die kleinste Muschel im Mondschein,
meisterfloh_0824|Er erneuerte daher diese Ansprüche, als er nach etlichen Jahren wiederum im Haag mit Leuwenhoek zusammentraf,
meisterfloh_1496|ich bin das schönste Mädchen in ganz Frankfurt. Ich nehme ihn, weil ich einen reichen Menschen heiraten will, damit
achtgesichterambiwasse_0437|das ihn sonst gar nicht ärgerte, schien am ersten April gar nicht auf Kiri zu passen.
meisterfloh_2734|Hätt' es mir ja sagen können, der Herr Tyß, wenn er hungrig war, hätt' ihm ja gern meine ganze Stolle gegeben!« –
achtgesichterambiwasse_0576|«O Geliebter, ich habe dich nicht von mir lassen wollen. Das ganze Land war voll Krieg. Die Samurais aus dem ganzen Land zogen in den Krieg.
meisterfloh_1696|Der geneigte Leser wird sich sehr bald von Knarrpantis sublimer Schlauheit ganz überzeugen. –
achtgesichterambiwasse_0202|Alles, was Ihr sagtet, als Ihr von den Toten erwachtet, ist eingetroffen.
meisterfloh_1816|und darum dem geneigten Leser eben nicht willkommen sein. So viel kann gesagt werden,
achtgesichterambiwasse_0649|«O, Dank allen Göttern, und Dank auch dir, daß du mir verziehen hast, Samurai.
achtgesichterambiwasse_1591|Elfenbeinerne Eßstäbe liegen, wie lange Damenhutnadeln, daneben; und Hasenauge, welche dir Gesellschaft leisten soll,
achtgesichterambiwasse_2438|Wer liebt, wünscht glücklich zu machen, aber das Leben muß erst beweisen, ob er einen Gewinn oder eine Niete gezogen hat.»
serapionsbruederauswahl_1325|und die Mädchen laufen ihr nach in vollem Schäkern und Lachen.
meisterfloh_0268|der Heilige Christ schickt frommen Kindern seine Gaben!« – Der Buchbinder öffnete ganz erschrocken
meisterfloh_2656|Laßt mich jauchzen, laßt mich jubeln, denn alles müßte mich trügen, wenn nicht bald das helle Sonnenlicht aufgehen sollte,
serapionsbruederauswahl_1307|wie man kleine Kinder zu Bette treibt, damit sie nicht übermüden, sondern fein ausschlafen. Die Französin begleitete sie,
achtgesichterambiwasse_0689|Er griff nach einem Fischbottich, der auf dem Grunde des Bootes stand, und stülpte ihn über seinen Kopf, um nichts mehr zu sehen.
meisterfloh_3025|So wie er sie ließ, fielen sie sich in hohem Entzücken in die Arme; – verschwunden war die Leichenblässe von ihrem Antlitz
achtgesichterambiwasse_0470|Und das alte vertraute Boot, in dem Kiri von Kindheit an geatmet, gearbeitet, gegessen und geschlafen hatte,
serapionsbruederauswahl_0271|Übrigens erklärte ihn aber jener Arzt für gänzlich unheilbar
meisterfloh_0413|Dann stemmte sie beide Arme in die Seite und sprach mit höhnischem Ton: »Ei, seht doch, eine Gräfin, eine
achtgesichterambiwasse_0863|Dieses drückt sich aber nicht darin aus, daß sich sein Mark Gedanken macht über das, was gewesen ist oder was kommen wird,
meisterfloh_0093|auf dem freundlichen Roßmarkt besaß, und daß in diesem Hause und zwar in demselben Zimmer, wo dem kleinen Peregrinus
achtgesichterambiwasse_0716|sagte der Vater zu Kiris Mutter.
serapionsbruederauswahl_1540|war von hoher schöner Gestalt, und auch sein Antlitz mochte männlich schön genannt werden.
achtgesichterambiwasse_1393|Und während Graswürzelein das sagte, öffnete sie die Feuerluke, zerschlug den Krug am Boden, auf den sie das Schriftzeichen gemalt hatte, sammelte die Scherben und warf sie ins Feuer.
meisterfloh_0993|Ihr allein konntet mich retten, edler Herr Peregrinus; ich klagte Euch leise meine Not, und Ihr wart gütig genug,
meisterfloh_0331|Dame, aller Anmut und Lieblichkeit unerachtet, dennoch etwas Spukhaftes, das auch andere, die die Nähe eines Frauenzimmers
meisterfloh_1748|Komödianten durchgegangen ist, entführt hat, ja entführt haben kann. Aber ich durfte die Gelegenheit nicht versäumen,
meisterfloh_2365|und er müßte fürchten, statt die Früchte des frohsten Ereignisses zu genießen, in das Irrenhaus gesperrt zu werden. –
serapionsbruederauswahl_1535|aß und trank mit dem Fremden, der ihr täglicher Tischgast war, vortrefflich und nahm teil an allen öffentlichen Lustbarkeiten, wie sie die Residenz darbot.
meisterfloh_0050|daß er wohl weiß, was es mit der ganzen Weihnachts-Ausstellung, von der gesprochen wird, für eine Bewandtnis hat,
serapionsbruederauswahl_1215|Ulla beschwor den Geliebten mit heißen Tränen, doch abzustehen von diesem träumerischen Unternehmen,
meisterfloh_2600|so weise sein, wie Ihr wollt, ja, mag Clemens des Siebenten hochberühmter Nuntius
achtgesichterambiwasse_1703|In der Mittaghitze, als die Sonne aus dem Meer und aus dem Himmel zugleich brannte und der König auf einem Haufen Segeltuch am Bootrand einschlief,
achtgesichterambiwasse_0953|«Ich werde euch später danken, wenn ich einmal reich werde.» Die Frauen verneigten sich vor Ata-Mono wie vor einem adligen Herrn
meisterfloh_1482|»Kömmt der alberne Misanthrop auch einmal zum Vorschein? – Aber ich muß ihm schmeicheln, weil ich nächstens Geld von ihm borgen will.
meisterfloh_2010|schrie George Pepusch – das war der Mensch – mit wilden Gebärden; »ha, treuloser verräterischer Freund! – Treffe ich dich? –
meisterfloh_2589|daß ich töricht genug sein werde, mich in die Nähe der Klippe zu wagen, an der ich mit all meinen schönen Vorsätzen und Entschlüssen scheitern kann.
meisterfloh_1031|ob Ihr es vorziehen werdet, Gamahehs Wünschen nachzugeben und nicht allein Euern Schützling,
achtgesichterambiwasse_1854|So bleiben sie immer stark und kommen nie von Kräften und sind unbesiegbar.» «Ja, wie habt ihr sie denn besiegt, die Russen?»
achtgesichterambiwasse_1977|und uns nur umarmen, wie wir uns hier umarmt haben.
meisterfloh_0496|als die runde gepuderte Perücke des Flohbändigers, und das war es auch in der
achtgesichterambiwasse_1438|Aber zugleich konnte man das Ganze auch für ein Schriftzeichen halten. Ich verstand sofort, daß sie mich liebte,
achtgesichterambiwasse_1510|«Ja, bei den Göttern, das ist wahr», seufzte das kleine Mädchen. «Die Wildgänse möchte ich dir auf dem See zeigen, Meister.»
meisterfloh_2624|daß ich die Schlange töten soll, die du zu deiner Selbstqual nährst in deiner Brust! Und daß du es nur weißt,
serapionsbruederauswahl_1676|Man kann es sich denken, in welche Stimmung dies alles den Grafen versetzen mußte; aber es war dem noch nicht genug. –
serapionsbruederauswahl_1267|O mein Elis – mein geliebter Bräutigam!« Aufs neue schlug sie die dürren Arme um den Jüngling,
meisterfloh_0749|den schmachtenden Blick wie feuchten Mondesstrahl hineinleuchten ließ unter die Zuhörer, da wurde jedem die Brust enge,
achtgesichterambiwasse_2562|stach nach den Weibern, die unter den Tischen schrien, stach nach den Männern, die unter dem Kronleuchter hingen, und kniete sich dann auf den Rücken des Mannes, der sich in den Arm der Frau hineingebissen hatte.
achtgesichterambiwasse_0407|als sei der Liebesschmerz des Vogels in ihr Herz gedrungen und habe auch in ihrer Seele wieder alle Liebeserinnerungen geweckt.
achtgesichterambiwasse_1144|Die Kinder flüchteten in die Häuser und versteckten sich hinter die langen Ärmel der Mütter,
meisterfloh_1296|Man wollte indessen einige Unrichtigkeiten in seinen Pässen bemerkt haben, und dies war die Ursache,
meisterfloh_0130|ja ganze Redensarten und zwar so wenig kauderwelsch, daß man schon eine lange Übung voraussetzen konnte.
achtgesichterambiwasse_1153|und das Schicksal des Omiya gewesen, von neuem zu sprechen. Bis eines Tages ganz Ozu von Omiya erlöst wurde.
achtgesichterambiwasse_2047|und kenne nichts als umarmende Wollust und Liebe. Die untergehende Sonne am Himmel ist dann in ihrer Röte
achtgesichterambiwasse_2344|standen wie die Schatten der weißen Leute auf den langen Schiffspromenaden herum,
meisterfloh_0782|Tochter des Königs Sekakis sei, die er schon in der grünen Zeit geliebt, da er noch die Distel Zeherit gewesen.
achtgesichterambiwasse_1371|denn sie ist wahrscheinlich in einen Mann verliebt, der sie nicht ansieht.
serapionsbruederauswahl_1621|nach jenem entsetzlichen Ereignis auch nur noch einen Augenblick in der Residenz zu verweilen.
achtgesichterambiwasse_1432|Darin blühte ein ganz winziger Kirschbaum. Der Baum war nicht höher, als mein halber Arm.
meisterfloh_2649|doch ganz ausgelassen freudig gebärdete sich Meister Floh, der in Peregrinus' Halsbinde unaufhörlich kicherte und lachte
achtgesichterambiwasse_1130|und viele Mütter hinaus zum See stürzten und sich ertränkten. Auch der eine Lehrer, sein Name war Amagata,
achtgesichterambiwasse_1869|«Erzähle!» sagten die beiden anderen Helden. «Da ist nichts zu erzählen. Das war die allereinfachste Sache von der Welt, die russische Flotte zu vernichten»,
achtgesichterambiwasse_2427|Aber damit ist nicht gesagt, daß Okuro in Japan nicht eine bessere Frau als Ilse finden
meisterfloh_0170|als daß sich daraus, je älter Peregrinus wurde, ein desto ärgerer Zwiespalt entspann zwischen Vater und Sohn,
meisterfloh_1024|fuhr Meister Floh fort,
serapionsbruederauswahl_1562|der sonst gedroht, sie zu verlassen. Statt auf Aureliens wehmütigstes Flehen,
meisterfloh_0460|das Links um und Rechtsum aber in anmutigen Pirouetten bestand. Die ganze Mannschaft hatte ein erstaunliches Aplomb,
meisterfloh_0808|aber mächtig ist der Zauber einer neuen glänzenden Uniform! Die Kleine,
meisterfloh_0969|Recht gut wußte Leuwenhoek, daß mit meinem Verlust auch seine Herrschaft über mein Volk ein Ende hatte;
achtgesichterambiwasse_2316|unter dem grünlichblauen Afrikahimmel sahen, da hingen die Gespräche über die verschiedene Denk- und Empfindungsweise der beiden
achtgesichterambiwasse_0328|In den weiten Seitenstraßen, welche die Eingangsstraße kreuzen, beginnt der Liebesmarkt.
meisterfloh_1910|Peregrinus mahnte sie mit finstrem Gesicht daran, daß sein Zimmer eben nicht der Ort sei, wo sie mit ihm Narrenspossen treiben dürfe.
achtgesichterambiwasse_2276|«Wenn ich Diener brauche, die dich und mich bedienen, so bin ich deshalb nicht ein schwacher Mann, der sich nicht selbst bedienen könnte.
serapionsbruederauswahl_0544|mit Cyprians Serapion ganz ausgesöhnt. Noch mehr als das: ich verehre Serapions Wahnsinn deshalb,
meisterfloh_1412|»Ist es nicht ein Jammer, daß ein solcher gemütlicher verständiger Mensch auf solche bedrohliche Abwege geraten konnte,
meisterfloh_2783|wie sie nur in ihm lebe, wie er allein ihr einziger Gedanke, ihr einziges Glück sei.
serapionsbruederauswahl_1351|ihr kein Entsetzen mehr errege, wiewohl es jedesmal nach der Erscheinung ihr zumute sei,
serapionsbruederauswahl_0748|Wenn der blinde Maulwurf in blindem Instinkt die Erde durchwühlt,
achtgesichterambiwasse_0062|«Schließe die Fenster und hole mir den grauen Papagei, nicht den grünen und nicht den gelben, -- den grauen, Singende Seemuschel,
serapionsbruederauswahl_0044|die innere Gesinnung, aus der unsere Liebe entsproßte, ist doch wohl geblieben. Ich meine, ein jeder glaubt doch wohl noch vom andern,
meisterfloh_2768|so ist das hienieden nun einmal nicht anders. Überdem nimmt sich eine solche himmlische Liebe als erhabene Poesie sehr gut aus,
serapionsbruederauswahl_0787|aber bald immer tiefer mit dem Blick eindringend, erblickte er ganz unten –
achtgesichterambiwasse_0013|Lange, ehe der Krieg Japans mit Rußland begann, hörte Hanake in ihrem Hause am Biwasee von Freunden und Freundinnen,
achtgesichterambiwasse_0871|die an der Schicksalssprache des Baumes, an der Rindenschrift, mitarbeiten. Diese Sprache der Bäume entdeckte eines Tages,
meisterfloh_1883|und von denen eins immer reicher und prächtiger gewesen als das andere. Dann versicherte die Alte auch,
meisterfloh_0868|Das Wunderlichste und Seltsamste war aber wohl die Gestaltung der Arme und Beine.
meisterfloh_0224|und sein eignes Tauffest. An diesen Tagen mußte Aline einen Tisch für so viele Personen, als der Vater sonst eingeladen,
achtgesichterambiwasse_0559|Kiri beachtete die Musikantinnen nicht lange, denn das Boot schoß jetzt auf Karasaki zu.
meisterfloh_1969|Oder Ihr wüßtet, was Lipsius und der große Leibniz über das geistige Vermögen der Tiere gedacht haben,
achtgesichterambiwasse_0688|Entsetzt ließ er die Ruder ins Wasser fallen. Das niedrige Gemüt des Fischersohnes überwältigte ihn.
serapionsbruederauswahl_0270|ja wohl jener Gemütlichkeit hervor, die sonst seine Unterhaltung belebten.
serapionsbruederauswahl_0211|Nach meiner Weise pflegte ich allein ohne Wegweiser, dessen ich wohl bedurft, weite Spaziergänge zu wagen, und so geschah es,
meisterfloh_2368|zugunsten eines unglücklichen Freundes, wie er es ahnen wolle,
meisterfloh_2798|und das vernichtende Gefühl der Verderbtheit seines Sinnes zermalmte sein ganzes Wesen. »Wie?«
meisterfloh_1043|Euch Euern Feinden auszuliefern; die verführerische Dirne will ich gar nicht wiedersehen. Ich verspreche das feierlich
serapionsbruederauswahl_1613|welche damals den Menschen im Hause der Baronesse ergriffen,
achtgesichterambiwasse_1400|Ich weiß ja doch, daß du wiederkommen mußt.» «Das wäre nur ein Zufall, wenn ich wiederkäme», sagte Oizo.
achtgesichterambiwasse_1191|der ein großes Bündel gemähtes Schilf auf dem Kopfe trug. Die Schilfhalme hingen so dicht vor seinem Gesicht und um seinen Kopf,
meisterfloh_0771|und indem ihm die Stirn brannte, fröstelte es ihm durch alle Glieder, als läg' er im stärksten Fieber.
serapionsbruederauswahl_1383|und der Teller, wie von unsichtbarer Hand getragen, schwebt langsam im Kreise der Anwesenden umher
meisterfloh_2702|er nicht selig träume, als Lämmerhirt ins Zimmer trat und ihn mit dem herzlichsten Willkommen begrüßte.
meisterfloh_2555|glühender Liebe zur holden Kleinen befangen sein solle, und hielten daher die Angelegenheit für völlig abgeschlossen.
meisterfloh_0021|Ganz erstarrt blieb Peregrinus vor dem Tische stehen, auf dem die schönsten Gaben in gar hübscher zierlicher Ordnung aufgestellt waren,
meisterfloh_1302|Ganz mißmütig sah er zum Fenster heraus und begann laut sein Schicksal zu verwünschen.
meisterfloh_1666|näher auf die Spur zu kommen. Beide, der Abgeordnete des Rats und der Geheime Hofrat Knarrpanti, hatten jede Schrift,
meisterfloh_0854|schlaft nicht!«, bis er endlich die Augen aufschlug, die er geschlossen, nur um die holde Aline deutlicher zu sehen.
meisterfloh_1601|Peregrinus wand sich sanft aus den Armen der Kleinen, die ihn liebend umfaßt hatte, und sprach leise mit
achtgesichterambiwasse_1495|Oizo konnte das weiß gewaschene Mädchen kaum erkennen. «Du sagst, ich hätte dich einmal gewaschen gesehen?
achtgesichterambiwasse_0334|wie ein Schaustück in einem Schaufenster. Die langen Reihen der weißgepuderten und rosageschminkten Gesichter,
meisterfloh_1034|mein   meines Volkes Glück zu begründen. – O daß Ihr mir das letztere versprechen wolltet – könntet!« –
meisterfloh_2200|und eben daher könnet ihr mir's nicht verdenken, ihr guten Leute, wenn ich ergrimmt bin auf jene Verräter
achtgesichterambiwasse_0794|wurde ihnen sehr bang, und sie fragten sich im Herzen: Wie sollen wir Kiri hier finden?
serapionsbruederauswahl_0420|und nicht der Geist? – Gestaltet sich nun etwa der Geist seine in Raum und Zeit bedingte Welt
meisterfloh_1668|wären aber nun rücksichts des Resultats ihrer Erforschungen völlig verschiedener Meinung. Der Abgeordnete versicherte nämlich,
achtgesichterambiwasse_2620|die Gunst des Unglücks, das heiliger ist als der Augenblick des Glückes.» «Klatscht Beifall!» rief Okuro noch einmal;
achtgesichterambiwasse_1516|lenkte das Boot, ohne den Maler zu fragen, wohin er wolle. Oizo fühlte und verstand natürlich an der Röte und Blässe des Mädchens,
meisterfloh_2777|zu überstehen hat, sich gemächliche Ruh' und Rast gönnte. Nein!
meisterfloh_0945|Da richtete der eine dieser   sein Glas so scharf auf mich, daß ich schier von dem Schein des magischen Instruments geblendet wurde.
meisterfloh_0663|und eine tüchtige Hand voll Salz nach dem Egelprinzen warf, ganz falsch aber, daß er ihn dadurch getötet haben sollte.
achtgesichterambiwasse_0085|Sie hatte seit gestern abend noch nicht geschlafen, und das Schauen auf die sonnenfeurige Seefläche brannte ihr fast die Augen aus,
meisterfloh_0920|müßt Ihr, teurer Herr Peregrinus, in mir einen Mann von der umfangreichsten Erudition,
achtgesichterambiwasse_1069|Aus rosigen und bläulichen Perlmutterfarben steigt eine Gespensterlandschaft über der Seefläche auf.
meisterfloh_2927|Endlich begann eine dumpfe feierliche Stimme, die jedoch immer heller und heller erklang, folgende Worte:
serapionsbruederauswahl_0229|ich arbeite mich durchs Gebüsch, stand bald auf einem Holzwege und sah vor mir einen Bauer,
meisterfloh_0908|ebenso wunderbar als das, was sich jetzt begebe,
achtgesichterambiwasse_2025|Ihr Haar war vom Regen aufgelöst, ihr Fächer aufgeweicht. Sie hatte ihre Schmucknadeln aus dem Haar verloren,
serapionsbruederauswahl_0479|Ich merkte das aus dem Briefe, den du mir damals schriebst, und in dem ein solch eigner mystischer Ton herrschte,
